INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,LOC_OF_OCCUR_DESC,PRECINCT,JURISDICTION_CODE,LOC_CLASSFCTN_DESC,LOCATION_DESC,X_COORD_CD,Y_COORD_CD,Latitude,Longitude
136463545,04/26/2014,00:04:00,BROOKLYN,OUTSIDE,77,0.0,STREET,,1003540,185503,40.67581858,-73.93045675
144548077,07/15/2015,18:17:00,QUEENS,INSIDE,103,0.0,COMMERCIAL,SMALL MERCHANT,1040743,196164,40.704923,-73.796244
182931019,05/21/2018,00:30:00,BRONX,INSIDE,43,0.0,DWELLING,MULTI DWELL - APT BUILD,1022816,238673,40.821694,-73.860656
193982311,02/25/2019,11:00:00,QUEENS,OUTSIDE,112,0.0,STREET,,1026311,207207,40.735312,-73.848225
94036725,12/14/2013,22:36:00,BROOKLYN,OUTSIDE,73,0.0,STREET,,1009013,179122,40.658293,-73.910746
202804357,09/23/2019,11:45:00,MANHATTAN,OUTSIDE,23,2.0,HOUSING,MULTI DWELL - APT BUILD,998969,229216,40.795817,-73.946839
74364353,08/29/2010,11:10:00,BROOKLYN,OUTSIDE,69,0.0,STREET,COMMERCIAL BLDG,1014986,170310,40.634093,-73.889261
109340974,03/30/2014,16:09:00,BROOKLYN,INSIDE,81,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,1003207,190085,40.688398,-73.931641
63256140,06/30/2009,03:28:00,BRONX,OUTSIDE,43,0.0,STREET,,1020845,238507,40.821257,-73.86778
46181702,05/02/2008,16:38:00,BROOKLYN,INSIDE,77,0.0,DWELLING,MULTI DWELL - APT BUILD,997643,184003,40.671722,-73.95172
34930537,10/09/2007,14:34:00,QUEENS,OUTSIDE,106,0.0,STREET,MULTI DWELL - APT BUILD,1024624,180904,40.663134,-73.854475
198255470,06/09/2019,22:20:00,BRONX,OUTSIDE,42,0.0,STREET,,1015667,243850,40.835933,-73.886463
86588220,09/04/2012,21:40:00,BRONX,OUTSIDE,48,0.0,STREET,GAS STATION,1016500,248419,40.848469,-73.88343
36091704,11/30/2007,03:18:00,QUEENS,OUTSIDE,105,0.0,STREET,,1056797,184358,40.67241,-73.738472
86470687,08/28/2012,02:56:00,BRONX,OUTSIDE,43,0.0,STREET,,1021279,244027,40.836396,-73.866182
10137428,01/14/2006,02:00:00,MANHATTAN,OUTSIDE,26,0.0,STREET,GROCERY/BODEGA,997083,236928,40.816989,-73.953638
83392022,02/27/2012,20:48:00,BRONX,OUTSIDE,48,0.0,STREET,,1014890,250840,40.855131,-73.889241
224173086,02/09/2021,19:50:00,QUEENS,OUTSIDE,113,0.0,STREET,PVT HOUSE,1052650,193294,40.696961,-73.753326
234143773,09/27/2021,10:20:00,BROOKLYN,OUTSIDE,71,0.0,STREET,MULTI DWELL - APT BUILD,1003552,181952,40.666074,-73.930421
24626212,09/30/2006,22:05:00,BRONX,OUTSIDE,49,0.0,STREET,MULTI DWELL - APT BUILD,1021375,246471,40.843112,-73.86582
88890624,01/30/2013,01:20:00,MANHATTAN,INSIDE,9,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,987496,203963,40.7265156408,-73.98829024376
79822597,07/15/2011,13:47:00,BROOKLYN,OUTSIDE,75,0.0,STREET,MULTI DWELL - APT BUILD,1014738,181407,40.664545,-73.890103
35215532,10/20/2007,23:59:00,BRONX,OUTSIDE,52,0.0,STREET,,1014160,255647,40.868327,-73.891858
79025835,05/30/2011,14:33:00,BRONX,OUTSIDE,40,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,1005919,236106,40.814714,-73.921717
222890432,01/10/2021,00:49:00,BROOKLYN,INSIDE,75,0.0,DWELLING,MULTI DWELL - APT BUILD,1018414,183295,40.669714,-73.876842
73620301,07/11/2010,06:27:00,QUEENS,OUTSIDE,106,0.0,STREET,,1036423,191312,40.69163019,-73.81186405
81002219,10/03/2011,05:28:00,BROOKLYN,OUTSIDE,73,0.0,STREET,,1010169,178743,40.657256,-73.906583
46654924,05/22/2008,23:55:00,QUEENS,OUTSIDE,114,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,1001955,216397,40.760627,-73.93609
92718835,09/21/2013,21:10:00,BRONX,INSIDE,40,0.0,HOUSING,MULTI DWELL - PUBLIC HOUS,1009349,236355,40.815382,-73.909324
78656125,05/10/2011,00:50:00,BROOKLYN,OUTSIDE,75,0.0,STREET,,1020262,184219,40.672243,-73.870176
90054889,04/11/2013,01:42:00,BROOKLYN,OUTSIDE,75,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,1017631,180181,40.66116897,-73.87968306
317958644,12/25/2025,02:02:00,BRONX,OUTSIDE,52,0.0,STREET,,1017325,259857,40.879869,-73.880394
59171355,02/28/2009,02:32:00,BRONX,INSIDE,50,0.0,COMMERCIAL,BAR/NIGHT CLUB,1012824,271127,40.91081,-73.89662
94619409,01/24/2014,16:16:00,BROOKLYN,OUTSIDE,90,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,1000582,196129,40.704991,-73.941093
140351125,12/29/2014,17:55:00,BROOKLYN,OUTSIDE,75,0.0,STREET,,1016231,181349,40.664391,-73.884722
35920656,11/25/2007,07:51:00,BROOKLYN,OUTSIDE,73,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,1010625,182632,40.667922,-73.904925
231969565,08/08/2021,17:46:00,BROOKLYN,OUTSIDE,77,0.0,STREET,,1004556,183513,40.670355,-73.926797
310707257,08/05/2025,00:50:00,MANHATTAN,OUTSIDE,7,0.0,HOUSING,MULTI DWELL - PUBLIC HOUS,989577,198999,40.71289,-73.980784
216157555,08/04/2020,03:30:00,MANHATTAN,OUTSIDE,10,0.0,STREET,,985514,215119,40.757138,-73.995438
89562422,03/11/2013,04:40:00,BRONX,OUTSIDE,50,0.0,STREET,FAST FOOD,1010139,258775,40.876914,-73.906381
311110783,08/12/2025,19:30:00,QUEENS,OUTSIDE,102,0.0,STREET,,1028531,189548,40.686842,-73.840335
139005059,10/03/2014,14:08:00,BROOKLYN,OUTSIDE,63,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,1006047,171107,40.636309,-73.921464
227950638,05/05/2021,18:17:00,BRONX,OUTSIDE,48,0.0,STREET,,1017061,246371,40.84284565,-73.88141457
206196589,12/08/2019,23:16:00,BRONX,OUTSIDE,47,0.0,STREET,,1031077,262784,40.887834,-73.83064
50070601,08/14/2008,18:57:00,BROOKLYN,OUTSIDE,67,0.0,STREET,,999783,170764,40.63538,-73.944035
90312206,04/25/2013,21:06:00,QUEENS,INSIDE,105,0.0,DWELLING,PVT HOUSE,1056839,179055,40.657845,-73.738376
215223443,07/11/2020,01:50:00,BROOKLYN,OUTSIDE,62,0.0,STREET,,989622,159779,40.605232,-73.980652
172875911,12/21/2017,17:00:00,MANHATTAN,OUTSIDE,23,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,999182,226972,40.78964918,-73.94607594
67797950,11/13/2009,19:05:00,BROOKLYN,OUTSIDE,79,0.0,STREET,GROCERY/BODEGA,995619,190845,40.690505,-73.959005
80201032,08/08/2011,17:11:00,BRONX,OUTSIDE,42,0.0,TRANSIT,,1014172,241737,40.83013694,-73.89187665
23354077,07/02/2006,04:35:00,MANHATTAN,OUTSIDE,10,0.0,STREET,,983209,212815,40.750815,-74.003756
12835941,05/07/2006,02:30:00,MANHATTAN,OUTSIDE,25,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,1001957,235144,40.81207395,-73.93603301
48370407,07/15/2008,21:50:00,BROOKLYN,OUTSIDE,77,0.0,STREET,MULTI DWELL - APT BUILD,1001224,185524,40.675891,-73.938806
46715560,05/25/2008,05:10:00,BROOKLYN,OUTSIDE,67,0.0,STREET,,1001502,177317,40.653365,-73.937824
260491293,12/24/2022,19:25:00,BROOKLYN,INSIDE,73,0.0,COMMERCIAL,GROCERY/BODEGA,1007831,180343,40.661648,-73.915002
252939453,10/21/2022,23:05:00,MANHATTAN,OUTSIDE,9,0.0,COMMERCIAL,,988631,204189,40.727129,-73.984192
35836278,11/20/2007,19:49:00,BROOKLYN,INSIDE,71,0.0,DWELLING,MULTI DWELL - APT BUILD,995628,181599,40.665126,-73.958989
139250596,10/19/2014,22:45:00,QUEENS,OUTSIDE,108,0.0,STREET,,1003309,210567,40.744623,-73.93122
88330799,12/28/2012,19:26:00,BROOKLYN,OUTSIDE,90,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,998002,196692,40.70654839478,-73.95040063356
59061499,02/24/2009,16:09:00,BROOKLYN,OUTSIDE,75,0.0,STREET,PVT HOUSE,1019974,187126,40.68022228,-73.87120127
88245735,12/23/2012,16:01:00,BROOKLYN,OUTSIDE,60,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,984147,150277,40.579154,-74.00037
38404490,01/24/2008,22:57:00,BRONX,INSIDE,47,0.0,DWELLING,MULTI DWELL - APT BUILD,1028599,258289,40.875508,-73.839634
215223447,07/10/2020,03:03:00,BRONX,OUTSIDE,43,0.0,STREET,,1023801,242376,40.831854,-73.857076
265291114,03/17/2023,16:20:00,QUEENS,OUTSIDE,103,0.0,STREET,,1044674,197851,40.709526,-73.78205
234261153,09/29/2021,18:15:00,BROOKLYN,OUTSIDE,79,0.0,STREET,,995962,188712,40.684642,-73.957768
33227818,07/22/2007,17:07:00,BRONX,OUTSIDE,44,0.0,STREET,,1010025,246298,40.84266863,-73.90684432
50499450,08/24/2008,04:31:00,MANHATTAN,INSIDE,32,0.0,COMMERCIAL,BAR/NIGHT CLUB,998978,236632,40.816174,-73.946792
148326837,12/05/2015,17:30:00,MANHATTAN,OUTSIDE,25,0.0,STREET,,999001,230857,40.800322,-73.946719
268067162,05/10/2023,18:51:00,BROOKLYN,OUTSIDE,67,0.0,STREET,,1004393,176572,40.651303,-73.927405
79822140,07/15/2011,02:43:00,BROOKLYN,OUTSIDE,69,0.0,STREET,,1011241,172268,40.6394713,-73.90274653
92952535,10/06/2013,15:50:00,BROOKLYN,OUTSIDE,73,0.0,STREET,MULTI DWELL - APT BUILD,1010862,178621,40.656911,-73.904087
109340975,03/30/2014,15:21:00,QUEENS,OUTSIDE,103,0.0,STREET,,1038550,190313,40.688886,-73.804202
284975567,04/08/2024,02:54:00,BROOKLYN,INSIDE,78,0.0,COMMERCIAL,BAR/NIGHT CLUB,989367,185151,40.674882,-73.981552
33535833,08/02/2007,21:29:00,BROOKLYN,OUTSIDE,75,0.0,STREET,,1020572,183988,40.67160675,-73.86906216
212640536,05/03/2020,16:05:00,MANHATTAN,OUTSIDE,33,0.0,STREET,,1002252,247207,40.845192,-73.934935
238318425,12/26/2021,22:45:00,QUEENS,OUTSIDE,105,0.0,STREET,PVT HOUSE,1054783,197662,40.708932,-73.745589
154290104,06/23/2016,23:17:00,MANHATTAN,OUTSIDE,32,0.0,STREET,,1000742,237030,40.817263,-73.940419
254713748,11/27/2022,14:05:00,MANHATTAN,INSIDE,30,0.0,DWELLING,MULTI DWELL - APT BUILD,999665,239429,40.82384,-73.9443
251681399,09/27/2022,18:19:00,QUEENS,OUTSIDE,102,0.0,PLAYGROUND,,1024860,189532,40.686807,-73.853567
158202344,11/03/2016,21:14:00,BRONX,OUTSIDE,44,0.0,PLAYGROUND,,1003598,241661,40.82995783,-73.93008607
241094823,02/22/2022,03:00:00,QUEENS,OUTSIDE,104,0.0,STREET,,1011218,192441,40.69484173,-73.9027487
10879222,04/02/2006,06:15:00,BRONX,INSIDE,47,0.0,COMMERCIAL,BAR/NIGHT CLUB,1030251,254037,40.863839,-73.833692
23588714,07/22/2006,00:30:00,BROOKLYN,OUTSIDE,75,0.0,STREET,,1016972,174003,40.644225,-73.882088
53761633,11/03/2008,20:25:00,BRONX,OUTSIDE,44,0.0,STREET,,1008773,242041,40.83098797,-73.91138485
34057961,08/29/2007,11:02:00,STATEN ISLAND,INSIDE,120,0.0,COMMERCIAL,BEAUTY/NAIL SALON,938103,170307,40.634018,-74.166262
84651608,05/09/2012,21:18:00,MANHATTAN,OUTSIDE,33,0.0,STREET,,1001288,246375,40.84290115,-73.93842127
218560117,09/30/2020,21:07:00,BROOKLYN,OUTSIDE,75,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,1019083,183992,40.671626,-73.874428
92417480,09/02/2013,23:32:00,BROOKLYN,OUTSIDE,75,0.0,STREET,,1017368,181461,40.664683,-73.880622
34010735,08/26/2007,01:30:00,BRONX,OUTSIDE,44,0.0,STREET,,1007588,245858,40.841477,-73.915654
23872821,08/13/2006,19:00:00,BROOKLYN,OUTSIDE,81,0.0,PLAYGROUND,,1003815,191542,40.692396,-73.929446
214186184,06/14/2020,22:50:00,BRONX,INSIDE,43,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,1018018,243141,40.833986,-73.877972
201436770,08/21/2019,03:42:00,BROOKLYN,OUTSIDE,73,0.0,STREET,,1006548,180674,40.66255699,-73.91962846
60076502,03/27/2009,00:16:00,BROOKLYN,OUTSIDE,63,0.0,STREET,,1000528,168138,40.6281697437,-73.94135878348
147998800,11/21/2015,03:56:00,QUEENS,OUTSIDE,108,0.0,STREET,,1007679,209904,40.742785,-73.915449
62527402,06/07/2009,19:00:00,BROOKLYN,OUTSIDE,70,0.0,STREET,MULTI DWELL - APT BUILD,995572,174681,40.64612836,-73.95920071
47248382,06/15/2008,20:41:00,MANHATTAN,OUTSIDE,25,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,1002968,230059,40.798124,-73.932394
86052725,08/02/2012,00:50:00,BROOKLYN,OUTSIDE,67,0.0,STREET,,999669,172272,40.63950998,-73.94444252
165252469,05/27/2017,05:26:00,BROOKLYN,OUTSIDE,73,0.0,STREET,,1008607,180496,40.662064,-73.912207
215697839,07/24/2020,00:17:00,BRONX,OUTSIDE,52,0.0,STREET,,1009456,254295,40.864621,-73.908867
73418147,06/26/2010,00:30:00,BRONX,OUTSIDE,45,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,1032947,238316,40.820665,-73.824055
60097572,03/30/2009,22:00:00,BROOKLYN,OUTSIDE,71,0.0,STREET,,1002452,181052,40.66360388,-73.93439117
298699604,12/31/2024,19:16:00,BROOKLYN,OUTSIDE,69,0.0,STREET,,1015120,173870,40.643866,-73.888761
160327477,01/16/2017,23:17:00,BROOKLYN,OUTSIDE,60,0.0,STREET,,984503,148779,40.575042,-73.999086
290044415,07/13/2024,01:00:00,MANHATTAN,OUTSIDE,32,0.0,STREET,,1001370,238165,40.820376,-73.938145
230835285,07/14/2021,18:42:00,MANHATTAN,INSIDE,23,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,1000644,225855,40.786582,-73.940798
79016635,05/29/2011,23:10:00,BRONX,OUTSIDE,48,0.0,STREET,,1012378,248760,40.84942,-73.898329
73037921,06/04/2010,03:40:00,BROOKLYN,OUTSIDE,90,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,1001531,194940,40.701728,-73.937673
215767017,07/24/2020,17:32:00,BROOKLYN,OUTSIDE,71,0.0,STREET,,996824,182756,40.668292,-73.954673
144641953,07/20/2015,00:27:00,BROOKLYN,INSIDE,60,0.0,DWELLING,MULTI DWELL - APT BUILD,987640,148923,40.575435,-73.987794
158597485,11/18/2016,01:10:00,QUEENS,OUTSIDE,113,0.0,STREET,,1050945,184945,40.674058,-73.75956
65928469,09/20/2009,03:19:00,QUEENS,OUTSIDE,103,0.0,STREET,,1038258,195739,40.70377024,-73.80521156
226233404,03/27/2021,03:49:00,BROOKLYN,OUTSIDE,75,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,1012960,182221,40.666786,-73.89651
84371227,04/24/2012,03:27:00,MANHATTAN,INSIDE,32,0.0,HOUSING,MULTI DWELL - PUBLIC HOUS,1001767,241659,40.829956,-73.936699
65260417,08/30/2009,23:37:00,BRONX,OUTSIDE,42,0.0,STREET,,1011032,243675,40.835477,-73.903215
33413506,07/28/2007,04:33:00,BRONX,OUTSIDE,52,0.0,STREET,BAR/NIGHT CLUB,1017823,262200,40.886297,-73.87858
48304775,07/12/2008,04:08:00,BRONX,INSIDE,43,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,1021514,239266,40.823336,-73.865358
82543247,01/09/2012,01:15:00,QUEENS,OUTSIDE,113,0.0,OTHER,MULTI DWELL - APT BUILD,1048403,185653,40.67602,-73.768717
137480316,06/29/2014,21:32:00,BRONX,OUTSIDE,44,0.0,STREET,,1007975,242140,40.831262,-73.914266
137760574,07/16/2014,21:50:00,BRONX,OUTSIDE,46,0.0,STREET,,1012119,252872,40.860716,-73.899249
87624952,11/10/2012,01:36:00,BROOKLYN,OUTSIDE,73,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,1010272,183760,40.671026,-73.906193
93233266,10/23/2013,19:10:00,BRONX,OUTSIDE,52,0.0,STREET,,1012547,255202,40.867101,-73.897691
86520724,08/30/2012,20:14:00,BROOKLYN,OUTSIDE,83,0.0,STREET,,1009116,191802,40.693103,-73.91033
217513743,09/05/2020,04:30:00,BROOKLYN,OUTSIDE,62,0.0,STREET,,986991,165519,40.620988,-73.990125
94447648,01/14/2014,04:08:00,MANHATTAN,INSIDE,23,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,999875,225983,40.786944,-73.943575
140618709,01/20/2015,08:02:00,QUEENS,OUTSIDE,100,0.0,STREET,,1037776,153560,40.58800122,-73.80728464
93179713,10/18/2013,20:34:00,BROOKLYN,OUTSIDE,75,0.0,STREET,,1013091,184310,40.672521,-73.896028
264657996,03/06/2023,19:50:00,BROOKLYN,OUTSIDE,81,0.0,STREET,,1001063,186965,40.679846,-73.939383
140663490,01/22/2015,19:30:00,BRONX,OUTSIDE,47,0.0,PLAYGROUND,,1028319,263066,40.88862,-73.840614
73298253,06/20/2010,01:33:00,BROOKLYN,OUTSIDE,73,0.0,STREET,,1010069,186327,40.678073,-73.906916
221891164,12/15/2020,23:35:00,BROOKLYN,OUTSIDE,75,0.0,STREET,,1016058,186582,40.678746,-73.88532
201851563,08/30/2019,19:15:00,BROOKLYN,OUTSIDE,67,0.0,STREET,,1004519,171743,40.63804822,-73.92696868
264775620,03/09/2023,01:40:00,BRONX,OUTSIDE,52,0.0,STREET,,1017478,256069,0.0,0.0
85213825,06/11/2012,18:20:00,BRONX,OUTSIDE,44,0.0,STREET,,1009255,244278,40.83712653,-73.90963478
95318078,03/11/2014,16:22:00,BROOKLYN,INSIDE,60,0.0,DWELLING,,985008,148394,40.573992,-73.997272
33478090,07/31/2007,18:15:00,BROOKLYN,OUTSIDE,79,0.0,HOUSING,MULTI DWELL - PUBLIC HOUS,998367,189350,40.686396,-73.949097
178393484,04/19/2018,19:11:00,BROOKLYN,OUTSIDE,79,0.0,STREET,,997731,186925,40.679734,-73.951395
145980539,09/08/2015,20:35:00,BRONX,OUTSIDE,40,0.0,STREET,,1008836,237829,40.819427,-73.911171
143987943,06/25/2015,10:05:00,BROOKLYN,OUTSIDE,71,0.0,STREET,,997696,182040,40.666327,-73.951531
63701789,07/14/2009,00:47:00,QUEENS,OUTSIDE,102,0.0,STREET,,1030953,194101,40.69932415739,-73.83157088767
298257178,12/19/2024,07:20:00,BRONX,OUTSIDE,46,0.0,STREET,,1010124,247779,40.84673325,-73.9064808
184921285,07/06/2018,06:40:00,BROOKLYN,OUTSIDE,79,0.0,STREET,,1001027,187296,40.680755,-73.939513
91982863,08/05/2013,18:15:00,BROOKLYN,OUTSIDE,67,0.0,STREET,,998019,176000,40.649748,-73.950379
85895222,07/23/2012,19:05:00,BRONX,OUTSIDE,42,0.0,STREET,,1014841,240739,40.827396,-73.889462
251164800,09/15/2022,00:34:00,QUEENS,INSIDE,107,0.0,COMMERCIAL,HOTEL/MOTEL,1034414,200577,40.717072,-73.819036
274464112,09/14/2023,20:44:00,BRONX,OUTSIDE,48,0.0,STREET,,1017336,246011,40.841857,-73.880422
246876575,06/19/2022,05:29:00,QUEENS,OUTSIDE,106,0.0,STREET,,1027738,184341,40.672544,-73.843226
34162749,09/03/2007,22:32:00,BROOKLYN,OUTSIDE,76,0.0,HOUSING,MULTI DWELL - PUBLIC HOUS,982515,185439,40.675665,-74.006254
254701469,11/27/2022,00:51:00,BROOKLYN,INSIDE,83,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,1006631,192819,40.695894,-73.919288
55532387,01/08/2009,15:00:00,BRONX,OUTSIDE,41,0.0,STREET,,1015096,239225,40.82323904,-73.88854932
64529973,08/09/2009,03:17:00,BRONX,OUTSIDE,44,0.0,STREET,,1007664,243652,40.83541271,-73.91538665
35552370,11/07/2007,16:34:00,BRONX,OUTSIDE,50,0.0,STREET,FAST FOOD,1009139,257878,40.874455,-73.910002
188862634,10/16/2018,19:50:00,BRONX,OUTSIDE,43,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,1021514,239266,40.823327,-73.865357
10764213,03/23/2006,13:00:00,BRONX,OUTSIDE,43,0.0,STREET,NONE,1019871,241008,40.828117,-73.871285
166152719,06/17/2017,00:05:00,BROOKLYN,OUTSIDE,88,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,989409,192493,40.695026,-73.981393
94934291,02/14/2014,16:53:00,BRONX,OUTSIDE,40,0.0,STREET,,1006474,233254,40.80687622,-73.9197215
157022334,09/24/2016,04:40:00,QUEENS,INSIDE,113,0.0,COMMERCIAL,GROCERY/BODEGA,1044926,192251,40.694155,-73.781193
84702000,05/12/2012,01:02:00,MANHATTAN,OUTSIDE,9,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,990950,202338,40.722046,-73.975828
213922505,06/05/2020,19:35:00,BROOKLYN,OUTSIDE,72,0.0,STREET,,981801,172316,40.63964384,-74.00882421
145559210,08/22/2015,21:35:00,BROOKLYN,OUTSIDE,67,0.0,STREET,,1007431,176405,40.650838,-73.916459
61400095,05/01/2009,00:33:00,BROOKLYN,OUTSIDE,90,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,1000956,195764,40.703999,-73.939747
271408363,07/16/2023,18:20:00,MANHATTAN,OUTSIDE,25,0.0,PLAYGROUND,,999347,232501,40.804825,-73.945466
55177455,12/24/2008,06:46:00,BRONX,INSIDE,44,0.0,DWELLING,MULTI DWELL - APT BUILD,1005390,245671,40.840968,-73.923597
79136158,06/03/2011,19:26:00,BRONX,OUTSIDE,42,0.0,STREET,,1015275,240502,40.82674341,-73.88789667
211534998,03/27/2020,05:40:00,QUEENS,INSIDE,103,0.0,COMMERCIAL,HOTEL/MOTEL,1035591,195579,40.703348,-73.81483
229643178,06/16/2021,22:46:00,BROOKLYN,OUTSIDE,67,0.0,STREET,COMMERCIAL BLDG,1007587,178073,40.655416,-73.915892
87821868,11/25/2012,01:20:00,BRONX,OUTSIDE,46,0.0,STREET,,1011263,251671,40.857414,-73.902346
312200897,09/01/2025,18:55:00,BROOKLYN,OUTSIDE,71,0.0,STREET,,997874,180875,40.66312629,-73.95089285
300197278,01/28/2025,14:54:00,QUEENS,OUTSIDE,113,0.0,STREET,,1042234,185591,40.675902,-73.790958
271532431,07/18/2023,23:54:00,BRONX,INSIDE,40,0.0,HOUSING,MULTI DWELL - PUBLIC HOUS,1006566,239026,40.82272,-73.919368
185627382,07/25/2018,20:35:00,BROOKLYN,OUTSIDE,73,0.0,STREET,,1007135,188632,40.684401,-73.917485
55976672,01/24/2009,19:51:00,BRONX,OUTSIDE,48,0.0,STREET,,1016293,250009,40.852842,-73.884173
37523010,01/05/2008,21:49:00,BROOKLYN,INSIDE,62,0.0,STREET,PVT HOUSE,987661,162615,40.613026,-73.987716
185015378,07/10/2018,11:47:00,STATEN ISLAND,OUTSIDE,120,0.0,STREET,,960063,172499,40.640115,-74.087149
244553804,05/04/2022,02:46:00,BROOKLYN,INSIDE,77,0.0,DWELLING,MULTI DWELL - APT BUILD,1004579,183837,40.671245,-73.926713
32807471,06/29/2007,02:30:00,BRONX,OUTSIDE,43,0.0,STREET,,1017299,241134,40.82848,-73.88058
230190941,06/28/2021,19:35:00,MANHATTAN,OUTSIDE,26,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,996279,235478,40.813001,-73.956543
142528606,04/29/2015,18:13:00,BRONX,OUTSIDE,46,0.0,STREET,,1012256,250079,40.85304,-73.898762
316522915,11/23/2025,02:30:00,QUEENS,OUTSIDE,113,0.0,STREET,,1042534,184647,40.6732982,-73.7898855
224412024,02/15/2021,07:10:00,BRONX,INSIDE,48,0.0,COMMERCIAL,GAS STATION,1011588,247980,40.847282,-73.901187
285676185,04/19/2024,11:47:00,BROOKLYN,INSIDE,73,0.0,DWELLING,MULTI DWELL - APT BUILD,1007944,184002,40.671698,-73.914584
228482608,05/20/2021,23:56:00,BRONX,OUTSIDE,48,0.0,STREET,,1016871,247291,40.845373,-73.882097
81666316,11/11/2011,23:41:00,BROOKLYN,INSIDE,81,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,1005283,187666,40.681753,-73.924165
141609254,03/24/2015,06:49:00,BROOKLYN,OUTSIDE,61,0.0,STREET,,993279,160911,40.608337,-73.967479
69869214,01/14/2010,12:06:00,QUEENS,INSIDE,113,0.0,DWELLING,PVT HOUSE,1041860,190316,40.688872,-73.792267
157269918,10/03/2016,23:52:00,MANHATTAN,OUTSIDE,25,0.0,STREET,,1001354,234575,40.810524,-73.938214
140697170,01/25/2015,23:19:00,QUEENS,INSIDE,113,0.0,DWELLING,MULTI DWELL - APT BUILD,1046977,186495,40.678349,-73.773851
53955255,11/11/2008,22:00:00,BRONX,OUTSIDE,44,0.0,STREET,,1008850,245976,40.841799,-73.911093
47916280,07/01/2008,01:30:00,BRONX,OUTSIDE,40,0.0,STREET,,1007090,233232,40.80681427,-73.91749643
86437453,08/25/2012,05:55:00,BRONX,OUTSIDE,46,0.0,STREET,,1009301,247650,40.84638155,-73.90945594
139025532,10/05/2014,13:47:00,BRONX,OUTSIDE,41,0.0,STREET,,1013208,239092,40.822883,-73.895371
63807975,07/16/2009,20:39:00,BRONX,INSIDE,52,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,1010218,256276,40.870065,-73.906107
46361472,05/11/2008,04:09:00,BRONX,OUTSIDE,40,0.0,STREET,,1006936,234238,40.80957585,-73.91804932
87258113,10/15/2012,23:10:00,BRONX,OUTSIDE,47,0.0,STREET,,1030354,262814,40.88791722,-73.83325803
86202697,08/11/2012,05:09:00,BROOKLYN,OUTSIDE,75,0.0,STREET,,1012870,181328,40.6643339,-73.8968385
23957542,08/20/2006,05:16:00,BROOKLYN,OUTSIDE,75,0.0,STREET,BAR/NIGHT CLUB,1011245,185500,40.6757902,-73.90267914
143084077,05/21/2015,13:00:00,BROOKLYN,OUTSIDE,60,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,990282,154635,40.59112,-73.97828
262145578,01/18/2023,20:51:00,BRONX,INSIDE,47,0.0,DWELLING,PVT HOUSE,1030239,264466,40.892454,-73.833662
84913523,05/24/2012,16:16:00,QUEENS,OUTSIDE,101,0.0,STREET,,1043105,155937,40.59449181,-73.78807744
26513631,01/26/2007,21:33:00,MANHATTAN,OUTSIDE,25,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,1000558,231080,40.80093037274,-73.94109824101
74070515,08/09/2010,22:55:00,BRONX,OUTSIDE,47,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,1021417,258863,40.877125,-73.865602
62255304,05/29/2009,23:30:00,QUEENS,OUTSIDE,102,0.0,STREET,,1027327,188331,40.683506,-73.844682
309519919,07/13/2025,03:10:00,BRONX,OUTSIDE,48,0.0,STREET,,1011174,246996,40.84458101,-73.90268882
139644546,11/13/2014,09:56:00,QUEENS,OUTSIDE,101,2.0,HOUSING,MULTI DWELL - PUBLIC HOUS,1044784,156911,40.597156,-73.782022
